"club","in_degree","out_degree","in_strength","out_strength","betweenness","in_coreness","out_coreness","country_now","season_now","p_mid","rk_mid","g_diff_mid","pts_mid","p_final","rk_final","g_diff_final","pts_final","country_before","season_before","p","rk","g_diff","pts"
"Burnley",5,6,30900005,48900006,2762.920272548,2,3,"England",2017,19,7,1,32,38,7,-3,54,"England",2016,38,16,-16,40
"Cagliari Calcio",10,9,33500010,12400009,2249.13538032086,4,3,"Italy",2017,19,15,-12,20,38,16,-28,39,"Italy",2016,38,11,-21,47
"CD Leganés",13,6,5500013,6,4262.34435166571,4,2,"Spain",2017,19,13,-4,24,38,17,-17,43,"Spain",2016,38,17,-19,35
"Celta de Vigo",6,6,25800006,10000006,1146,2,2,"Spain",2017,19,11,6,25,38,12,-1,49,"Spain",2016,38,13,-16,45
"Chelsea",32,22,231700032,138400022,20407.8953309584,4,3,"England",2017,19,3,18,39,38,5,24,70,"England",2016,38,1,52,93
"Chievo Verona",20,7,2750020,13000007,3059.23635293155,3,3,"Italy",2017,19,13,-12,21,38,14,-23,40,"Italy",2016,38,14,-18,43
"Crotone",12,6,2900012,6,4562.4043163952,4,3,"Italy",2017,19,18,-24,15,38,18,-26,35,"Italy",2016,38,17,-24,34
"Crystal Palace",10,7,37200010,7,4078.06868537911,4,3,"England",2017,19,16,-13,18,38,11,-10,44,"England",2016,38,14,-13,41
"Dep. La Coruña",14,5,9500014,3500005,5753.81423077037,4,3,"Spain",2017,19,18,-16,16,38,18,-38,29,"Spain",2016,38,16,-18,36
"Dijon",12,4,5500012,15000004,1050.48360591022,3,2,"France",2017,19,10,-5,24,38,11,-18,48,"France",2016,38,16,-12,37
"E. Frankfurt",17,6,26500017,4500006,6420.42810793544,3,3,"Germany",2017,17,8,2,26,34,8,0,49,"Germany",2016,34,11,-7,42
"Espanyol",10,4,17150010,6700004,1255.77484864655,3,3,"Spain",2017,19,14,-6,24,38,13,-6,49,"Spain",2016,38,8,-1,56
"Everton",14,8,150200014,106000008,3283.79783874286,4,3,"England",2017,19,9,-6,26,38,8,-14,49,"England",2016,38,7,18,61
"FC Augsburg",9,2,7550009,4000002,1467,2,2,"Germany",2017,17,9,4,24,34,12,-3,41,"Germany",2016,34,13,-16,38
"FC Bayern",9,8,95500009,40750008,5674.22587434495,3,3,"Germany",2017,17,1,26,41,34,1,64,84,"Germany",2016,34,1,67,82
"FC Metz",12,7,6100012,25300007,2327,3,3,"France",2017,19,20,-21,11,38,20,-42,26,"France",2016,38,14,-33,43
"FC Nantes",10,3,8800010,8000003,988.774603174604,1,3,"France",2017,19,5,0,33,38,9,-5,52,"France",2016,38,7,-14,51
"FC Schalke 04",7,12,47500007,11750012,1161.4,3,3,"Germany",2017,17,2,7,30,34,2,16,63,"Germany",2016,34,10,5,43
"Fiorentina",23,13,87000023,81120013,4675.84502124595,4,3,"Italy",2017,19,9,8,27,38,8,8,57,"Italy",2016,38,8,6,60
"G. Bordeaux",18,12,39600018,27000012,4583.63036789272,3,3,"France",2017,19,15,-7,20,38,6,5,55,"France",2016,38,6,10,59
"Genoa",18,9,9950018,36500009,3222.94068121538,4,3,"Italy",2017,19,16,-7,18,38,12,-10,41,"Italy",2016,38,16,-26,36
"Guingamp",8,2,1375008,1100002,549,2,2,"France",2017,19,8,-3,26,38,12,-11,47,"France",2016,38,10,-7,50
"Hamburger SV",9,4,19000009,5500004,1330,2,2,"Germany",2017,17,17,-10,15,34,17,-24,31,"Germany",2016,34,14,-28,38
"Hertha BSC",9,1,14000009,17000001,368,2,1,"Germany",2017,17,10,1,24,34,10,-3,43,"Germany",2016,34,6,-4,49
"Inter",17,18,151600017,69180018,10061.0669690925,4,3,"Italy",2017,19,3,20,41,38,5,36,72,"Italy",2016,38,7,23,62
"Juventus",16,20,189100016,124850020,9281.5828165939,4,3,"Italy",2017,19,2,33,47,38,1,62,95,"Italy",2016,38,1,50,91
"Lazio",15,9,27200015,99720009,1973.31295350676,3,3,"Italy",2017,19,4,24,40,38,4,40,72,"Italy",2016,38,5,23,70
"Leicester",12,5,82045012,42400005,1744.11950963364,3,3,"England",2017,19,8,1,27,38,9,-4,47,"England",2016,38,12,-15,44
"Liverpool",11,6,127000011,46900006,1847.62379967101,3,3,"England",2017,19,4,18,35,38,4,46,75,"England",2016,38,4,36,76
"LOSC Lille",17,13,74500017,23000013,3183.03895509466,3,3,"France",2017,19,18,-13,19,38,17,-26,38,"France",2016,38,11,-7,46
"Málaga CF",12,5,10000012,32000005,1770.20898749987,3,3,"Spain",2017,19,19,-20,11,38,20,-37,20,"Spain",2016,38,11,-6,46
"Man City",18,16,230200018,78650016,3791.02694658755,4,3,"England",2017,19,1,48,55,38,1,79,100,"England",2016,38,3,41,78
"Man Utd",9,6,164400009,11500006,1443.24005605476,4,3,"England",2017,19,2,27,42,38,2,40,81,"England",2016,38,6,25,69
"Marseille",10,8,53000010,2500008,7625.53916707234,3,3,"France",2017,19,4,16,38,38,4,33,77,"France",2016,38,5,16,62
"Monaco",16,14,142000016,184000014,7097.40686441969,3,3,"France",2017,19,2,27,41,38,2,40,80,"France",2016,38,1,76,95
"Montpellier",12,4,5700012,20000004,1979.73425123264,2,2,"France",2017,19,7,4,26,38,10,3,51,"France",2016,38,15,-18,39
"OGC Nice",10,6,34300010,49000006,1294.29531850651,3,3,"France",2017,19,6,-5,27,38,8,1,54,"France",2016,38,3,27,78
"Olympique Lyon",15,8,52500015,100600008,3551.14208582148,4,3,"France",2017,19,3,26,41,38,3,44,78,"France",2016,38,4,29,67
"Paris SG",8,12,238000008,95000012,11184.0661055256,3,3,"France",2017,19,1,43,50,38,1,79,93,"France",2016,38,2,56,87
"RB Leipzig",9,4,83000009,38400004,553,2,2,"Germany",2017,17,5,2,28,34,6,4,53,"Germany",2016,34,2,27,67
"Real Betis",13,9,28000013,21600009,2292.43070136219,4,3,"Spain",2017,19,7,-3,27,38,6,-1,60,"Spain",2016,38,15,-23,39
"Real Madrid",6,7,40500006,131500007,996.775933245499,3,3,"Spain",2017,19,4,17,35,38,3,50,76,"Spain",2016,38,1,65,93
"Real Sociedad",6,5,19500006,16000005,784.774073127595,3,3,"Spain",2017,19,15,-1,23,38,11,7,49,"Spain",2016,38,6,6,64
"Saint-Étienne",9,7,18300009,9000007,2651.08780743657,3,3,"France",2017,19,16,-15,20,38,7,-3,55,"France",2016,38,8,-1,50
"Sampdoria",16,11,42200016,59200011,2926.94053423075,4,3,"Italy",2017,19,6,8,31,38,9,-4,54,"Italy",2016,38,10,-6,48
"Sassuolo",11,12,23500011,18750012,2692.64181666696,4,3,"Italy",2017,19,14,-16,21,38,11,-30,43,"Italy",2016,38,12,-5,46
"SC Freiburg",12,4,17300012,26000004,2303.6,3,3,"Germany",2017,17,13,-14,19,34,15,-24,36,"Germany",2016,34,7,-18,48
"SCO Angers",11,5,15400011,18000005,1326,3,2,"France",2017,19,19,-8,18,38,14,-10,41,"France",2016,38,12,-9,46
"SD Eibar",6,6,9850006,10000006,357.141347732727,2,3,"Spain",2017,19,8,-7,27,38,9,-6,51,"Spain",2016,38,10,5,54
"Sevilla FC",11,6,69050011,65600006,1663.6890883577,4,3,"Spain",2017,19,6,-5,29,38,7,-9,58,"Spain",2016,38,4,20,72
"SM Caen",14,4,6350014,6000004,3866.61841523553,3,3,"France",2017,19,12,-9,24,38,16,-25,38,"France",2016,38,17,-29,37
"Southampton",7,5,55250007,13700005,1841.96356231673,3,3,"England",2017,19,13,-7,19,38,17,-19,36,"England",2016,38,8,-7,46
"Spurs",11,10,80000011,123200010,4019.66510254749,3,3,"England",2017,19,5,16,34,38,3,38,77,"England",2016,38,2,60,86
"SSC Napoli",6,11,62250006,26250011,839.610173160173,3,3,"Italy",2017,19,1,29,48,38,2,48,91,"Italy",2016,38,3,55,86
"Stade Rennais",13,6,35900013,15050006,1538.85925467476,2,3,"France",2017,19,9,-2,25,38,5,6,58,"France",2016,38,9,-6,50
"Stoke City",15,13,62100015,32800013,7343.66924895686,3,3,"England",2017,19,14,-18,19,38,19,-33,33,"England",2016,38,13,-15,44
"Swansea",12,12,58800012,58500012,5588.70576310054,3,3,"England",2017,19,20,-15,13,38,18,-28,33,"England",2016,38,15,-25,41
"Torino",19,15,28850019,96500015,4934.32803298559,4,3,"Italy",2017,19,10,-2,25,38,10,8,54,"Italy",2016,38,9,5,53
"Toulouse",6,1,3500006,1,1913.82089221998,3,1,"France",2017,19,17,-9,19,38,18,-16,37,"France",2016,38,13,-4,44
"TSG Hoffenheim",11,7,14700011,39500007,4228.22587434495,3,3,"Germany",2017,17,7,5,26,34,3,18,55,"Germany",2016,34,4,27,62
"UD Las Palmas",12,4,12,13000004,5653.59149152843,3,3,"Spain",2017,19,20,-32,11,38,19,-50,22,"Spain",2016,38,14,-21,39
"Udinese Calcio",14,8,17775014,7000008,5988.32829312517,2,3,"Italy",2017,19,7,3,27,38,13,-15,40,"Italy",2016,38,13,-9,45
"Valencia",17,12,38000017,10050012,13751.2970538625,4,3,"Spain",2017,19,3,21,40,38,4,27,73,"Spain",2016,38,12,-9,46
"VfL Wolfsburg",11,5,66000011,32000005,2088,3,3,"Germany",2017,17,12,0,19,34,16,-12,33,"Germany",2016,34,16,-18,37
"Villarreal",7,6,44500007,18000006,1304.86418546069,3,3,"Spain",2017,19,5,5,31,38,5,7,61,"Spain",2016,38,5,23,67
"Watford",12,9,61500012,1000009,5887.38461766722,4,3,"England",2017,19,10,-7,22,38,14,-20,41,"England",2016,38,17,-28,40
"Werder Bremen",6,1,9500006,1,192.580419799499,1,1,"Germany",2017,17,16,-7,15,34,11,-3,42,"Germany",2016,34,8,-3,45
"West Brom",7,4,52600007,300004,1461.84973516679,3,2,"England",2017,19,19,-13,14,38,20,-25,31,"England",2016,38,10,-8,45
"West Ham",10,6,47700010,8000006,1972.44350707394,3,3,"England",2017,19,17,-16,17,38,13,-20,42,"England",2016,38,11,-17,45
"1.FSV Mainz 05",17,9,33000017,56200009,4780.84955239119,3,4,"Germany",2018,17,12,-5,21,34,12,-11,43,"Germany",2017,34,14,-14,36
"AC Milan",17,12,113070017,48600012,4676.02283102534,6,5,"Italy",2018,19,5,6,31,38,5,19,68,"Italy",2017,38,6,14,64
"Alavés",19,13,10000019,13,8977.62098172486,4,4,"Spain",2018,19,5,3,32,38,11,-11,50,"Spain",2017,38,14,-10,47
"Amiens SC",20,8,7490020,11000008,7785.46350481555,4,3,"France",2018,19,17,-14,18,38,15,-21,38,"France",2017,38,13,-5,45
"Arsenal",11,11,77650011,7900011,9474.85993664476,4,4,"England",2018,19,5,16,38,38,5,22,70,"England",2017,38,6,23,63
"AS Roma",23,28,165100023,167934028,12499.9537199427,6,5,"Italy",2018,19,6,10,30,38,6,18,66,"Italy",2017,38,3,33,77
"Atalanta BC",38,41,54600038,30680041,15674.6114536729,6,5,"Italy",2018,19,8,12,28,38,3,31,69,"Italy",2017,38,7,18,60
"Athletic",6,7,28000006,80000007,2471.89874388624,4,4,"Spain",2018,19,15,-5,22,38,8,-4,53,"Spain",2017,38,16,-8,43
"Atlético Madrid",11,12,141500011,27400012,3826.05759494731,3,4,"Spain",2018,19,2,14,38,38,2,26,76,"Spain",2017,38,2,36,79
"Barcelona",10,16,107900010,93250016,3654.06088991395,4,4,"Spain",2018,19,1,33,43,38,1,54,87,"Spain",2017,38,1,70,93
"Bay. Leverkusen",8,4,31500008,65000004,2302.95241392302,2,3,"Germany",2018,17,9,-3,24,34,4,17,58,"Germany",2017,34,5,14,55
"Bologna",19,20,31800019,37450020,5169.96606599797,6,5,"Italy",2018,19,18,-14,13,38,10,-8,44,"Italy",2017,38,15,-12,39
"Bor. Dortmund",12,8,77000012,38300008,6271.53433191531,3,4,"Germany",2018,17,1,26,42,34,2,37,76,"Germany",2017,34,4,17,55
"Bor. M'gladbach",8,3,32550008,30500003,4101.07422942095,2,3,"Germany",2018,17,3,18,33,34,5,13,55,"Germany",2017,34,9,-5,47
"Bournemouth",9,8,54300009,2000008,10208.0104967577,4,3,"England",2018,19,12,-6,26,38,14,-14,45,"England",2017,38,12,-16,44
"Brighton",15,4,70160015,4,3861.28080996971,3,2,"England",2018,19,13,-6,22,38,17,-25,36,"England",2017,38,15,-20,40
"Burnley",4,3,29100004,3,1881,1,1,"England",2018,19,18,-24,12,38,15,-23,40,"England",2017,38,7,-3,54
"Cagliari Calcio",8,10,7900008,3960010,1876.82665715453,6,5,"Italy",2018,19,13,-8,20,38,15,-18,41,"Italy",2017,38,16,-28,39
"CD Leganés",28,11,17200028,15000011,9900.55223648207,4,4,"Spain",2018,19,13,-4,22,38,13,-6,45,"Spain",2017,38,17,-17,43
"Celta de Vigo",17,9,26000017,25500009,8837.88237209061,4,4,"Spain",2018,19,17,-1,21,38,16,-9,41,"Spain",2017,38,12,-1,49
"Chelsea",20,23,137000020,75200023,10077.6870073841,4,5,"England",2018,19,4,21,40,38,3,24,72,"England",2017,38,5,24,70
"Chievo Verona",26,21,9250026,6095021,9724.97649208686,5,4,"Italy",2018,19,20,-21,8,38,20,-50,17,"Italy",2017,38,14,-23,40
"Crystal Palace",4,2,10700004,2,1279.38816687615,2,1,"England",2018,19,14,-8,19,38,12,-2,49,"England",2017,38,11,-10,44
"Dijon",8,4,5200008,4000004,2518.11241243815,2,3,"France",2018,19,18,-19,16,38,18,-29,34,"France",2017,38,11,-18,48
"E. Frankfurt",18,9,25100018,5900009,6574.93647967256,3,3,"Germany",2018,17,6,11,27,34,7,12,54,"Germany",2017,34,8,0,49
"Espanyol",8,7,18000008,28000007,1029.31856690207,3,4,"Spain",2018,19,10,-6,24,38,7,-2,53,"Spain",2017,38,13,-6,49
"Everton",18,17,109950018,24800017,11491.861955942,4,4,"England",2018,19,8,2,27,38,8,8,54,"England",2017,38,8,-14,49
"FC Augsburg",14,4,6000014,100004,7491.35542583907,2,3,"Germany",2018,17,15,-4,15,34,15,-20,32,"Germany",2017,34,12,-3,41
"FC Bayern",5,6,5,82000006,2183.44612790405,2,3,"Germany",2018,17,2,18,36,34,1,56,78,"Germany",2017,34,1,64,84
"FC Nantes",15,8,14650015,5200008,9120.71639855419,4,4,"France",2018,19,13,0,23,38,12,0,48,"France",2017,38,9,-5,52
"FC Schalke 04",11,7,69200011,37000007,4351.84378229424,3,3,"Germany",2018,17,13,-4,18,34,14,-18,33,"Germany",2017,34,2,16,63
"Fiorentina",30,23,48814030,17005023,11996.43366979,6,5,"Italy",2018,19,10,7,26,38,14,2,41,"Italy",2017,38,8,8,57
"G. Bordeaux",12,11,15080012,47700011,10030.986377862,4,3,"France",2018,19,12,0,25,38,14,-8,41,"France",2017,38,6,5,55
"Genoa",37,30,47325037,46563030,10763.3486088317,6,5,"Italy",2018,19,14,-10,20,38,17,-18,38,"Italy",2017,38,12,-10,41
"Getafe",18,10,24750018,1500010,7757.26789906212,4,3,"Spain",2018,19,6,5,28,38,6,13,59,"Spain",2017,38,8,9,55
"Girona",8,6,10200008,2500006,2199.8173646931,2,3,"Spain",2018,19,9,-2,24,38,18,-16,37,"Spain",2017,38,10,-9,51
"Guingamp",7,6,4500007,4000006,2109.00568306376,2,3,"France",2018,19,20,-19,14,38,20,-40,27,"France",2017,38,12,-11,47
"Hannover 96",13,8,19100013,10200008,3249,2,3,"Germany",2018,17,17,-18,11,34,17,-40,21,"Germany",2017,34,13,-10,39
"Hertha BSC",13,5,17000013,16500005,1952.27492200189,2,3,"Germany",2018,17,8,-1,24,34,11,-8,43,"Germany",2017,34,10,-3,43
"Huddersfield",13,5,51500013,5,7347.34654513887,3,3,"England",2018,19,20,-22,10,38,20,-54,16,"England",2017,38,16,-30,37
"Inter",31,35,107500031,73500035,24600.5625380724,6,5,"Italy",2018,19,3,17,39,38,4,24,69,"Italy",2017,38,5,36,72
"Juventus",21,20,102100021,104870020,10383.9883152744,6,5,"Italy",2018,19,1,27,53,38,1,40,90,"Italy",2017,38,1,62,95
"Lazio",15,11,48200015,38000011,3585.56671336676,4,5,"Italy",2018,19,4,7,32,38,8,10,59,"Italy",2017,38,4,40,72
"Leicester",13,8,114600013,69300008,6845.86934993542,3,3,"England",2018,19,7,2,28,38,9,3,52,"England",2017,38,9,-4,47
"Levante",11,8,27200011,28000008,5177.9983409974,3,4,"Spain",2018,19,12,-5,23,38,15,-7,44,"Spain",2017,38,15,-14,46
"Liverpool",8,13,182200008,19600013,12076.102122198,3,3,"England",2018,19,1,36,51,38,2,67,97,"England",2017,38,4,46,75
"LOSC Lille",9,12,7500009,61200012,6468.59197160608,3,4,"France",2018,19,2,10,34,38,2,35,75,"France",2017,38,17,-26,38
"Man City",7,11,70300007,30300011,2350.13416529695,2,3,"England",2018,19,3,36,44,38,1,72,98,"England",2017,38,1,79,100
"Man Utd",8,6,81000008,6,3305.64690757939,4,3,"England",2018,19,6,6,32,38,6,11,66,"England",2017,38,2,40,81
"Marseille",9,6,91000009,30850006,3284.98661682667,3,3,"France",2018,19,6,4,30,38,5,8,61,"France",2017,38,4,33,77
"Monaco",22,15,142200022,329750015,7720.14827098446,3,4,"France",2018,19,19,-13,14,38,17,-19,36,"France",2017,38,2,40,80
"Montpellier",13,9,11600013,28000009,3209.26196615649,2,3,"France",2018,19,5,6,30,38,6,11,59,"France",2017,38,10,3,51
"Newcastle",14,11,27600014,43600011,8285.74807304453,3,4,"England",2018,19,15,-12,17,38,13,-6,45,"England",2017,38,10,-8,44
"OGC Nice",11,7,28000011,57000007,5418.59919215014,3,3,"France",2018,19,7,-4,27,38,7,-5,56,"France",2017,38,8,1,54
"Olympique Lyon",13,14,46450013,109500014,4509.93654639028,3,4,"France",2018,19,3,9,33,38,3,23,72,"France",2017,38,3,44,78
"Paris SG",16,11,192000016,101200011,3156.07386307291,3,4,"France",2018,19,1,48,53,38,1,70,91,"France",2017,38,1,79,93
"R. Strasbourg",14,5,19750014,14000005,2784.43804335909,3,3,"France",2018,19,8,7,26,38,11,10,49,"France",2017,38,15,-23,38
"RB Leipzig",7,3,43000007,70000003,1118.48803418803,2,2,"Germany",2018,17,4,14,31,34,3,34,66,"Germany",2017,34,6,4,53
"Real Betis",13,12,26500013,47250012,12976.1236883186,4,4,"Spain",2018,19,7,-1,26,38,10,-8,50,"Spain",2017,38,6,-1,60
"Real Madrid",9,16,161500009,22100016,2223.5386871636,3,4,"Spain",2018,19,4,4,33,38,3,17,68,"Spain",2017,38,3,50,76
"Real Sociedad",9,2,12000009,30000002,447.252491007445,3,2,"Spain",2018,19,8,1,25,38,9,-1,50,"Spain",2017,38,11,7,49
"Saint-Étienne",15,11,15000015,7000011,8881.1601343148,2,3,"France",2018,19,4,7,33,38,4,18,66,"France",2017,38,7,-3,55
"Sampdoria",33,22,29500033,84774022,7510.7742667637,6,5,"Italy",2018,19,7,9,29,38,9,9,53,"Italy",2017,38,9,-4,54
"Sassuolo",32,31,52400032,46277031,7553.63606065286,6,5,"Italy",2018,19,11,-2,25,38,11,-7,43,"Italy",2017,38,11,-30,43
"SC Freiburg",12,8,17800012,21200008,3466.47793393058,2,3,"Germany",2018,17,11,-4,21,34,13,-15,36,"Germany",2017,34,15,-24,36
"SCO Angers",12,9,4400012,21000009,4754.22414361554,3,3,"France",2018,19,15,-3,20,38,13,-5,46,"France",2017,38,14,-10,41
"SD Eibar",17,14,8000017,8500014,5347.14328298283,4,4,"Spain",2018,19,16,-7,22,38,12,-4,47,"Spain",2017,38,9,-6,51
"Sevilla FC",13,13,83300013,84100013,5201.24879663629,4,4,"Spain",2018,19,3,11,33,38,5,15,59,"Spain",2017,38,7,-9,58
"SM Caen",22,9,9950022,6500009,16143.4138595967,4,3,"France",2018,19,16,-6,18,38,19,-25,33,"France",2017,38,16,-25,38
"Southampton",10,10,62250010,10,7165.74090284195,3,4,"England",2018,19,16,-15,15,38,16,-20,39,"England",2017,38,17,-19,36
"SPAL",24,20,22100024,20,6177.90703323269,6,5,"Italy",2018,19,16,-12,17,38,13,-12,42,"Italy",2017,38,17,-20,38
"Spurs",4,2,4,2,1023.88398147937,2,2,"England",2018,19,2,24,45,38,4,28,71,"England",2017,38,3,38,77
"SSC Napoli",23,24,70500023,65300024,8862.61957309121,6,5,"Italy",2018,19,2,20,44,38,2,38,79,"Italy",2017,38,2,48,91
"Stade Rennais",12,8,15000012,18500008,7030.22031768277,3,3,"France",2018,19,9,1,26,38,10,3,52,"France",2017,38,5,6,58
"Torino",34,31,56750034,16200031,23050.413081327,6,5,"Italy",2018,19,9,5,27,38,7,15,63,"Italy",2017,38,10,8,54
"Toulouse",13,11,15450013,33000011,2687.160809537,2,3,"France",2018,19,14,-10,22,38,16,-22,38,"France",2017,38,18,-16,37
"TSG Hoffenheim",9,5,29000009,200005,2249.43008091834,2,3,"Germany",2018,17,7,9,25,34,9,18,51,"Germany",2017,34,3,18,55
"Udinese Calcio",20,13,47800020,3000013,5969.79040922744,5,5,"Italy",2018,19,15,-7,18,38,12,-14,43,"Italy",2017,38,13,-15,40
"Valencia",12,13,111200012,61400013,2520.67082253653,4,5,"Spain",2018,19,11,0,23,38,4,16,61,"Spain",2017,38,4,27,73
"VfB Stuttgart",10,11,32760010,15000011,7481.82010660228,2,3,"Germany",2018,17,16,-23,14,34,16,-38,28,"Germany",2017,34,7,0,51
"VfL Wolfsburg",10,6,40000010,4500006,6337.70373484053,2,3,"Germany",2018,17,5,5,28,34,6,12,55,"Germany",2017,34,16,-12,33
"Villarreal",11,14,61000011,43300014,1318.23466955084,3,4,"Spain",2018,19,19,-5,17,38,14,-3,44,"Spain",2017,38,5,7,61
"Watford",15,12,25050015,39800012,5573.93871320044,3,3,"England",2018,19,10,-1,27,38,11,-7,50,"England",2017,38,14,-20,41
"Werder Bremen",11,5,22550011,21700005,1270.59206349206,2,2,"Germany",2018,17,10,-1,22,34,8,9,53,"Germany",2017,34,11,-3,42
"West Ham",14,8,92900014,13530008,9460.57506359614,4,4,"England",2018,19,9,-1,27,38,10,-3,52,"England",2017,38,13,-20,42
"1.FSV Mainz 05",10,4,28700010,27000004,3300.7778245748,3,3,"Germany",2019,17,14,-14,18,34,13,-21,37,"Germany",2018,34,12,-11,43
"AC Milan",11,7,111400011,33000007,4229.22130890695,4,4,"Italy",2019,19,10,-6,25,38,6,17,66,"Italy",2018,38,5,19,68
"Alavés",12,3,8540012,36000003,2883,3,2,"Spain",2019,19,15,-9,20,38,16,-25,39,"Spain",2018,38,11,-11,50
"Amiens SC",16,5,15950016,5400005,4139.60543700537,3,2,"France",2019,19,17,-15,18,28,19,-19,23,"France",2018,38,15,-21,38
"Arsenal",10,8,143700010,40100008,2526.01952108156,3,4,"England",2019,19,11,-3,24,38,8,8,56,"England",2018,38,5,22,70
"AS Roma",14,7,112500014,46000007,1741.850525348,4,4,"Italy",2019,19,5,13,35,38,5,26,70,"Italy",2018,38,6,18,66
"Atalanta BC",9,15,34800009,61500015,3584.74063496053,4,4,"Italy",2019,19,4,23,35,38,3,50,78,"Italy",2018,38,3,31,69
"Athletic",2,3,2,3,845.3,2,3,"Spain",2019,19,8,7,29,38,11,3,51,"Spain",2018,38,8,-4,53
"Atlético Madrid",11,5,245300011,292700005,953,3,3,"Spain",2019,19,3,10,35,38,3,24,70,"Spain",2018,38,2,26,76
"Barcelona",9,11,252000009,109900011,2120.52723526474,3,3,"Spain",2019,19,1,26,40,38,2,48,82,"Spain",2018,38,1,54,87
"Bay. Leverkusen",6,4,61000006,33500004,547,3,3,"Germany",2019,17,6,2,28,34,5,17,63,"Germany",2018,34,4,17,58
"Bologna",16,12,63330016,15900012,4172.36350229321,3,3,"Italy",2019,19,13,-3,23,38,12,-13,47,"Italy",2018,38,10,-8,44
"Bor. Dortmund",9,10,127500009,59250010,657.061309523809,3,4,"Germany",2019,17,4,17,30,34,2,43,69,"Germany",2018,34,2,37,76
"Bor. M'gladbach",5,6,41500005,34700006,182,2,3,"Germany",2019,17,2,15,35,34,4,26,65,"Germany",2018,34,5,13,55
"Bournemouth",8,4,54910008,33400004,970,1,2,"England",2019,19,16,-6,20,38,18,-25,34,"England",2018,38,14,-14,45
"Brighton",10,6,64440010,2500006,2193.81817710938,2,3,"England",2019,19,15,-6,20,38,15,-15,41,"England",2018,38,17,-25,36
"Burnley",5,0,13850005,0,0,1,0,"England",2019,19,12,-7,24,38,10,-7,54,"England",2018,38,15,-23,40
"Cagliari Calcio",16,9,37200016,13350009,2532.22593821678,4,5,"Italy",2019,19,6,4,29,38,13,-4,45,"Italy",2018,38,15,-18,41
"CD Leganés",15,8,14900015,250008,7806.48436967518,3,3,"Spain",2019,19,19,-14,14,38,18,-21,36,"Spain",2018,38,13,-6,45
"Celta de Vigo",11,3,24900011,14500003,2899.25878537212,3,3,"Spain",2019,19,17,-13,15,38,17,-12,37,"Spain",2018,38,16,-9,41
"Chelsea",7,13,45000007,133450013,7659.59297830714,3,4,"England",2019,19,4,6,32,38,4,15,66,"England",2018,38,3,24,72
"Crystal Palace",6,3,7600006,55000003,1849,2,2,"England",2019,19,9,-4,26,38,14,-19,43,"England",2018,38,12,-2,49
"Dijon",10,4,6000010,11500004,2847.03530736575,2,3,"France",2019,19,16,-8,18,28,16,-10,30,"France",2018,38,18,-29,34
"E. Frankfurt",17,11,62500017,114000011,4597.6479724395,4,4,"Germany",2019,17,13,-2,18,34,9,-1,45,"Germany",2018,34,7,12,54
"Espanyol",13,5,18500013,87000005,5208.42882703969,3,3,"Spain",2019,19,20,-22,11,38,20,-31,25,"Spain",2018,38,7,-2,53
"Everton",14,11,119900014,64800011,5872.65969933475,3,3,"England",2019,19,13,-8,22,38,12,-12,49,"England",2018,38,8,8,54
"F. Düsseldorf",11,2,3800011,10000002,1317,3,1,"Germany",2019,17,16,-18,15,34,17,-31,30,"Germany",2018,34,10,-16,44
"FC Augsburg",17,8,40500017,19000008,4747.89651144349,3,3,"Germany",2019,17,10,-3,23,34,15,-18,36,"Germany",2018,34,15,-20,32
"FC Bayern",8,5,139500008,74000005,8319.8007936508,3,3,"Germany",2019,17,3,24,33,34,1,68,82,"Germany",2018,34,1,56,78
"FC Nantes",15,9,13750015,51000009,5608.0341831881,3,3,"France",2019,19,6,-1,29,28,13,-3,37,"France",2018,38,12,0,48
"FC Schalke 04",8,7,25000008,16850007,2916.96150793651,3,3,"Germany",2019,17,5,8,30,34,12,-20,39,"Germany",2018,34,14,-18,33
"Fiorentina",22,11,27700022,8240011,7139.62450412713,4,5,"Italy",2019,19,14,-6,21,38,9,3,49,"Italy",2018,38,14,2,41
"G. Bordeaux",10,5,2000010,33000005,1911.79181684329,3,2,"France",2019,19,13,6,26,28,12,6,37,"France",2018,38,14,-8,41
"Genoa",19,13,41800019,49100013,11093.4457559063,4,5,"Italy",2019,19,18,-18,14,38,17,-26,39,"Italy",2018,38,17,-18,38
"Getafe",8,3,8,2000003,2962.16014928023,3,3,"Spain",2019,19,7,6,30,38,8,6,54,"Spain",2018,38,6,13,59
"Hertha BSC",11,3,35700011,22400003,966.401136249372,3,3,"Germany",2019,17,12,-7,19,34,10,-11,41,"Germany",2018,34,11,-8,43
